titol,preu,venedor,label,catalog_number,media_condition,sleeve_condition,rating,shipped_from,link
"Beauty Pill - Describes Things As They Are (2xLP, RSD, Ltd, Cok)",€29.99,Underdog_Recordstore,Findings,findings001,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.30,Ships From:Germany,https://www.discogs.com/sell/item/2500143410
"L'Eclair - Polymood (LP, Album, RE)",A$48.00,HowardCameron,Les Disques Bongo Joe,BJRA03,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Australia,https://www.discogs.com/sell/item/2878113940
"Djosa - Botanica Obscura (7"", Single)",$18.00,DunkinDonuts,Rush Hour Store Jams,RH-STORE JAMS 020,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.91,Ships From:United States,https://www.discogs.com/sell/item/2877899257
"Jay-Jay Johanson - Fetish (LP, Album, Ltd, Tra)",€34.00,savil-le,ART/29 Music,29MU0038LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.20,Ships From:Germany,https://www.discogs.com/sell/item/2875557412
"Various - ERR REC Library Vol.4 Sport & Physical Activity (LP, Comp, Ltd, Num)",£26.50,StrangeVice,ERR REC,ERRREC047,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/2863028080
"Fortunato Durutti Marinetti - Eight Waves In Search Of An Ocean (LP, Album, Ltd)",€32.00,spiros242,Soft Abuse,"SAB 108, QUI010","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Greece,https://www.discogs.com/sell/item/2874802303
"Dele Sosimi - Turbulent Times (Remixes By Joaquin Joe Claussell) (12"", Yel)",$45.00,zackhill,Sacred Rhythm Music,SRM-230,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United States,https://www.discogs.com/sell/item/2874305557
"Algiers (2) - Shook (2xLP, Album, Ltd, Gol)",£19.95,BeatdownRecords,Matador,OLE1784LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.46,Ships From:United Kingdom,https://www.discogs.com/sell/item/2411708528
"Monde UFO - 7171 (LP, Album, RE, Exp + 7"")",£24.00,wildcombinations,Fire Records,FIRELP732,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:United Kingdom,https://www.discogs.com/sell/item/2838884002
"Jay-Jay Johanson - Fetish (LP, Album, Ltd, Cle)",€25.00,savil-le,ART/29 Music,29MU0038LP,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),4.83,Ships From:Germany,https://www.discogs.com/sell/item/2808035548
"Calm - Music Is Ours (7"", Single)",$22.99,gramaphonerecords,introducing!,ITDR002,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United States,https://www.discogs.com/sell/item/2871480097
Holsen & Cassiers - Walking In Circles (LP),€23.00,Peekaboo_records,Stroom (2),STRLP-065,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Portugal,https://www.discogs.com/sell/item/2449806425
"Cykada - Metamorphosis (LP, Album, Ltd, Num, Lig)",€52.90,serpent.pl,Astigmatic Records,AR025LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Poland,https://www.discogs.com/sell/item/2871389389
"Tara Clerkin Trio - On The Turning Ground (12"", EP, Ltd)",€24.00,ocd_project,World Of Echo (2),WOE013,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.65,Ships From:Greece,https://www.discogs.com/sell/item/2871320824
Bastien Keb - The Only Angel I Ever Saw Wore Black (LP),$37.98,triethylene-glycol,Def Pressé,DFPRROM21LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:United States,https://www.discogs.com/sell/item/2869490446
Bastien Keb - The Only Angel I Ever Saw Wore Black (LP),$37.98,triethylene-glycol,Def Pressé,DFPRROM21LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:United States,https://www.discogs.com/sell/item/2869489069
"Last Bongo In Paris - Green Season (7"")",€13.00,MARKHARYS,LBIP,LBIP01,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.62,Ships From:France,https://www.discogs.com/sell/item/2615704920
"Blake Reyes - Vernacular (2x12"", Album)",€32.99,ottagonomusic,Axis,AX113,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Italy,https://www.discogs.com/sell/item/2868138343
"Matteo Bordin, Giovanni Di Domenico, Riccardo Marogna - Bordin / Di Domenico / Marogna (LP, Ltd)",€24.99,hole_records,Castel Sotterra,CAS004,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Italy,https://www.discogs.com/sell/item/2867422441
"CS + Kreme - Orange (2xLP, Album)",£28.00,AMF-RECORDS,The Trilogy Tapes,TTT102,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",N/A,4.81,Ships From:United Kingdom,https://www.discogs.com/sell/item/2866882273
"Os Barbapapas - Enigma (LP, Album)",€29.00,kaleidosmoker,Fun In The Church,FUN042LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2866605388
"Millsart - Morning Glory (12"")",€18.40,unmage,Axis,AX115,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Italy,https://www.discogs.com/sell/item/2864994433
"Guy Cuevas - Le Palace Club Paris (2xLP, Album)",€39.00,VHV-Beauvais,Universal Music France,539-887-3,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:France,https://www.discogs.com/sell/item/2863996957
"Aly Eissa - Gouda Bar (LP, Album, Ltd + CD, Album)",€26.00,WahWahRecords,Akuphone,AKULP1045,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.83,Ships From:Spain,https://www.discogs.com/sell/item/2863498570
"De-Phazz - Live In Vilnius (LP, Ltd, S/Edition)",€45.00,kaunas,M.P.3,M.P.3-177LP,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),5.00,Ships From:Lithuania,https://www.discogs.com/sell/item/2863477834
"Herbie Hancock - Sextant (LP, Album, Club, RE, Lun)",$75.00,GlobalNoiseRecords,Columbia,19658819721,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),4.64,Ships From:Canada,https://www.discogs.com/sell/item/2863442623
"Arooj Aftab, Vijay Iyer, Shahzad Ismaily - Love In Exile (2xLP)",$45.00,GlobalNoiseRecords,Verve Records,B0037176-01,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),4.45,Ships From:Canada,https://www.discogs.com/sell/item/2863442560
"Ciccio (14) & 2mo (2) - Maremoto (12"")",€35.00,supermegarecords,The Trilogy Tapes,TTT104,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/2863119061
"Ciccio (14) & 2mo (2) - Maremoto (12"")",€35.00,supermegarecords,The Trilogy Tapes,TTT104,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/2863119034
"CS + Kreme - Orange (2xLP, Album)",€45.00,supermegarecords,The Trilogy Tapes,TTT102,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.81,Ships From:Italy,https://www.discogs.com/sell/item/2863117249
"CS + Kreme - Orange (2xLP, Album)",€45.00,supermegarecords,The Trilogy Tapes,TTT102,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.81,Ships From:Italy,https://www.discogs.com/sell/item/2863117177
"Brijean - Angelo (12"", EP, Ltd, Pin)",€29.90,DiscoDoroBo,Ghostly International,GI-412,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Italy,https://www.discogs.com/sell/item/2538118215
"Blake Reyes - Vernacular (2x12"", Album)",€34.90,DiscoDoroBo,Axis,AX113,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Italy,https://www.discogs.com/sell/item/2792698165
"The Cinematic Orchestra - Every Day (3xLP, Album, Dlx, Ltd, RE, Red)",€45.00,DiscoDoroBo,Ninja Tune,ZEN 59XX,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.70,Ships From:Italy,https://www.discogs.com/sell/item/2502736037
"Bibio - Sunbursting (12"", EP)",€29.90,DiscoDoroBo,Warp Records,"WAP481, WAP481DX","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.11,Ships From:Italy,https://www.discogs.com/sell/item/2807902375
"Matthew Herbert x London Contemporary Orchestra - The Horse (2xLP, Album, Gat)",€29.90,DiscoDoroBo,Modern Recordings (2),538888711,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/2620668243
Robert Hood & Femi Kuti - Variations (LP),€34.90,DiscoDoroBo,M-Plant,"MPM45, M.PM45","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.89,Ships From:Italy,https://www.discogs.com/sell/item/2859806956
"Sindaco feat. Marcela Dias/Abyssy/Stromboli - Spiritual Safari (LP, Ltd, 200)",€17.90,DiscoDoroBo,New Interplanetary Melodies,NIM010,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/2370977488
"Saint Abdullah, Jason Nazary - Evicted In The Morning (LP, Album)",€29.90,DiscoDoroBo,Disciples,DISC19,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Italy,https://www.discogs.com/sell/item/2597779524
"Bendik Giske - Bendik Giske (LP, Album)",€29.90,DiscoDoroBo,Smalltown Supersound,STS417LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.29,Ships From:Italy,https://www.discogs.com/sell/item/2668327662
